Date,Open,High,Low,Close,Volume,MACD,Signal_Line,MACD_Histogram,MACD_Crossover,MACD_Gap,MACD_Histogram_Change,MACD_Crossover_Strength,MACD_Slope_5,MACD_Price_Divergence,MACD_Extreme,MACD_Mean_Change_5
1980-01-02,0.0,108.43000030517578,105.29000091552734,105.76000213623048,40610000,0.0,0.0,0.0,0,0.0,,0.0,0.0,0,0,0.0
1980-01-03,0.0,106.08000183105467,103.26000213623048,105.22000122070312,50480000,-0.0430769961104573,-0.0086153992220914,-0.034461596888365906,0,-0.034461596888365906,-0.034461596888365906,0.0,0.0,0,0,0.0
1980-01-04,0.0,107.08000183105467,105.08999633789062,106.5199966430664,39130000,0.0273674650868116,-0.0014188263603108,0.0287862914471224,1,0.0287862914471224,0.0632478883354883,0.0287862914471224,0.0,0,0,0.0
1980-01-07,0.0,107.8000030517578,105.8000030517578,106.80999755859376,44500000,0.105381090738291,0.0199411570594095,0.0854399336788815,0,0.0854399336788815,0.0566536422317591,0.0,0.0,0,0,0.0
1980-01-08,0.0,109.29000091552734,106.29000091552734,108.9499969482422,53390000,0.3360141551296323,0.0831557566734541,0.2528583984561782,0,0.2528583984561782,0.1674184647772967,0.0,0.0,0,0,0.0
1980-01-09,0.0,111.08999633789062,108.41000366210938,109.0500030517578,65260000,0.5208580496753115,0.1706962152738255,0.35016183440148596,0,0.35016183440148596,0.09730343594530777,0.0,0.5208580496753115,0,0,0.10417160993506229
1980-01-10,0.0,110.86000061035156,108.47000122070312,109.88999938964844,55980000,0.7267513153798717,0.2819072352950348,0.4448440800848369,0,0.4448440800848369,0.09468224568335093,0.0,0.769828311490329,0,0,0.1539656622980658
1980-01-11,0.0,111.16000366210938,108.88999938964844,109.91999816894533,52890000,0.8821747017831427,0.4019607285926564,0.4802139731904863,0,0.4802139731904863,0.03536989310564942,0.0,0.8548072366963311,0,0,0.17096144733926621
1980-01-14,0.0,111.44000244140624,109.33999633789062,110.37999725341795,52930000,1.0305869719227445,0.527685977258674,0.5029009946640705,0,0.5029009946640705,0.022687021473584146,0.0,0.9252058811844535,0,0,0.1850411762368907
1980-01-15,0.0,111.93000030517578,109.4499969482422,111.13999938964844,52320000,1.1957467617095148,0.6612981341488422,0.5344486275606726,0,0.5344486275606726,0.03154763289660212,0.0,0.8597326065798825,0,0,0.17194652131597649
1980-01-16,0.0,112.9000015258789,110.37999725341795,111.0500030517578,67700000,1.3043395186427915,0.7899064110476322,0.5144331075951594,0,0.5144331075951594,-0.020015519965513207,0.0,0.78348146896748,1,0,0.156696293793496
1980-01-17,0.0,112.01000213623048,109.80999755859376,110.6999969482422,54170000,1.346634331131824,0.9012519950644706,0.44538233606735345,0,0.44538233606735345,-0.06905077152780592,0.0,0.6198830157519524,1,0,0.12397660315039047
1980-01-18,0.0,111.73999786376952,109.87999725341795,111.06999969482422,47150000,1.393940920916009,0.9997897802347784,0.3941511406812306,0,0.3941511406812306,-0.05123119538612286,0.0,0.5117662191328662,0,0,0.10235324382657325
1980-01-21,0.0,112.9000015258789,110.66000366210938,112.0999984741211,48040000,1.497284266577836,1.09928867750339,0.397995589074446,0,0.397995589074446,0.003844448393215405,0.0,0.4666972946550916,0,0,0.09333945893101832
1980-01-22,0.0,113.0999984741211,110.91999816894533,111.51000213623048,50620000,1.5141229717908118,1.1822555363608744,0.33186743542993735,0,0.33186743542993735,-0.06612815364450864,0.0,0.318376210081297,1,0,0.0636752420162594
1980-01-23,0.0,113.93000030517578,110.93000030517578,113.44000244140624,50730000,1.664020865213388,1.2786086021313772,0.38541226308201093,0,0.38541226308201093,0.05354482765207358,0.0,0.3596813465705966,0,0,0.07193626931411931
1980-01-24,0.0,115.2699966430664,112.9499969482422,113.6999969482422,59070000,1.7832393365004575,1.3795347490051937,0.40370458749526383,0,0.40370458749526383,0.018292324413252903,0.0,0.43660500536863345,0,0,0.08732100107372669
1980-01-25,0.0,114.4499969482422,112.36000061035156,113.61000061035156,47100000,1.849143110850889,1.4734564213743326,0.37568668947655626,0,0.37568668947655626,-0.028017898018707577,0.0,0.45520218993487993,1,0,0.09104043798697599
1980-01-28,0.0,115.6500015258789,112.93000030517578,114.8499984741211,53620000,1.978621474635844,1.574489432026635,0.404132042609209,0,0.404132042609209,0.02844535313265273,0.0,0.48133720805800784,0,0,0.09626744161160157
1980-01-29,0.0,115.7699966430664,113.02999877929688,114.06999969482422,55480000,1.995294119427868,1.6586503695068815,0.33664374992098645,0,0.33664374992098645,-0.06748829268822254,0.0,0.48117114763705615,1,0,0.09623422952741123
1980-01-30,0.0,115.8499984741211,113.37000274658205,115.1999969482422,51170000,2.075760569387427,1.742072409482991,0.3336881599044359,0,0.3336881599044359,-0.0029555900165505467,0.0,0.4117397041740387,0,0,0.08234794083480775
1980-01-31,0.0,117.16999816894533,113.77999877929688,114.16000366210938,65900000,2.0321862658250467,1.800095180751402,0.23209108507364462,0,0.23209108507364462,-0.10159707483079128,0.0,0.24894692932458917,0,0,0.04978938586491784
1980-02-01,0.0,115.54000091552734,113.12999725341795,115.12000274658205,46610000,2.051469159905622,1.850369976582246,0.20109918332337617,0,0.20109918332337617,-0.030991901750268447,0.0,0.20232604905473317,0,0,0.04046520981094663
1980-02-04,0.0,116.01000213623048,113.83000183105467,114.37000274658205,43070000,1.9833692146991664,1.8769698242056303,0.10639939049353608,0,0.10639939049353608,-0.09469979282984009,0.0,0.004747740063322459,0,0,0.0009495480126644918
1980-02-05,0.0,115.25,112.1500015258789,114.66000366210938,41880000,1.9305460347680992,1.887685066318124,0.04286096844997522,0,0.04286096844997522,-0.06353842204356086,0.0,-0.06474808465976878,1,0,-0.012949616931953756
1980-02-06,0.0,116.56999969482422,113.6500015258789,115.72000122070312,51950000,1.9517180376755332,1.900491660589606,0.051226377085927144,0,0.051226377085927144,0.00836540863595192,0.0,-0.12404253171189361,0,0,-0.024808506342378724
1980-02-07,0.0,117.87000274658205,115.22000122070312,116.27999877929688,57690000,1.9907361581583416,1.9185405601033527,0.07219559805498887,0,0.07219559805498887,0.02096922096906173,0.0,-0.041450107666705094,0,0,-0.008290021533341019
1980-02-08,0.0,118.66000366210938,115.72000122070312,117.9499969482422,57860000,2.1318386858808798,1.9612001852588583,0.17063850062202146,0,0.17063850062202146,0.09844290256703259,0.0,0.0803695259752577,0,0,0.01607390519505154
1980-02-11,0.0,119.0500030517578,116.30999755859376,117.12000274658205,58660000,2.1518842777147427,1.9993370037500355,0.15254727396470713,0,0.15254727396470713,-0.01809122665731433,0.0,0.16851506301557628,1,0,0.03370301260311526
1980-02-12,0.0,118.41000366210938,115.75,117.9000015258789,48090000,2.205288740574474,2.040527351114924,0.16476138945955032,0,0.16476138945955032,0.012214115494843192,0.0,0.27474270580637494,0,0,0.05494854116127499
1980-02-13,0.0,120.22000122070312,117.56999969482422,118.44000244140624,65230000,2.265075344445961,2.085436949781131,0.1796383946648299,0,0.1796383946648299,0.01487700520527957,0.0,0.31335730677042783,0,0,0.06267146135408556
1980-02-14,0.0,119.3000030517578,116.04000091552734,116.72000122070312,50540000,2.148895801731399,2.098128720171185,0.050767081560214145,0,0.050767081560214145,-0.12887131310461575,0.0,0.15815964357305745,0,0,0.03163192871461149
1980-02-15,0.0,116.6999969482422,114.12000274658205,115.41000366210938,46680000,1.9288818726885069,2.0642793506746493,-0.13539747798614243,-1,-0.13539747798614243,-0.18616455954635658,0.13539747798614243,-0.2029568131923729,0,0,-0.040591362638474585
1980-02-19,0.0,115.66999816894533,113.3499984741211,114.5999984741211,39480000,1.6699089289813287,1.9854052663359851,-0.31549633735465643,0,-0.31549633735465643,-0.180098859368514,0.0,-0.48197534873341397,0,0,-0.0963950697466828
1980-02-20,0.0,117.18000030517578,114.05999755859376,116.47000122070312,44340000,1.59715360610069,1.9077549342889264,-0.3106013281882365,0,-0.3106013281882365,0.004895009166419939,0.0,-0.6081351344737842,1,-1,-0.12162702689475684
1980-02-21,0.0,117.9000015258789,114.44000244140624,115.27999877929688,51530000,1.427021422123616,1.8116082318558644,-0.38458680973224846,0,-0.38458680973224846,-0.07398548154401197,0.0,-0.8380539223223451,0,-1,-0.16761078446446903
1980-02-22,0.0,116.45999908447266,113.43000030517578,115.04000091552734,48210000,1.2583194948651195,1.7009504844577157,-0.44263098959259617,0,-0.44263098959259617,-0.05804417986034771,0.0,-0.8905763068662795,0,-1,-0.1781152613732559
1980-02-25,0.0,114.93000030517578,112.62000274658205,113.33000183105467,39140000,0.9753956135523508,1.5558395102766427,-0.5804438967242919,0,-0.5804438967242919,-0.1378129071316957,0.0,-0.953486259136156,0,-1,-0.1906972518272312
1980-02-26,0.0,114.76000213623048,112.3000030517578,113.9800033569336,40000000,0.7944679580235459,1.4035651998260237,-0.6090972418024778,0,-0.6090972418024778,-0.028653345078185954,0.0,-0.8754409709577828,1,-1,-0.17508819419155658
1980-02-27,0.0,115.12000274658205,111.91000366210938,112.37999725341795,46430000,0.5160259409268093,1.2260573480461807,-0.7100314071193714,0,-0.7100314071193714,-0.10093416531689359,0.0,-1.0811276651738806,0,-1,-0.21622553303477612
1980-02-28,0.0,113.6999969482422,111.33000183105467,112.3499984741211,40330000,0.2895996609107811,1.038765810619101,-0.7491661497083197,0,-0.7491661497083197,-0.039134742588948335,0.0,-1.1374217612128348,0,-1,-0.22748435224256697
1980-02-29,0.0,114.12000274658205,111.7699966430664,113.66000366210938,38810000,0.2134017110977453,0.8736929907148299,-0.6602912796170846,0,-0.6602912796170846,0.08887487009123518,0.0,-1.0449177837673742,1,-1,-0.20898355675347485
1980-03-03,0.0,114.33999633789062,112.01000213623048,112.5,38690000,0.0587346296674411,0.7107013185053521,-0.651966688837911,0,-0.651966688837911,0.00832459077917358,0.0,-0.9166609838849097,0,0,-0.18333219677698195
1980-03-04,0.0,113.41000366210938,110.83000183105467,112.77999877929688,44310000,-0.0407765386849661,0.5604057470672885,-0.6011822857522546,0,-0.6011822857522546,0.05078440308565635,0.0,-0.835244496708512,1,0,-0.1670488993417024
1980-03-05,0.0,113.94000244140624,110.58000183105467,111.12999725341795,49240000,-0.2499004927213803,0.3983444991095548,-0.6482449918309351,0,-0.6482449918309351,-0.04706270607868046,0.0,-0.7659264336481896,0,0,-0.15318528672963794
1980-03-06,0.0,111.29000091552734,107.8499984741211,108.6500015258789,49610000,-0.6087305946023491,0.196929480367174,-0.8056600749695231,0,-0.8056600749695231,-0.15741508313858799,0.0,-0.8983302555131303,0,0,-0.17966605110262607
1980-03-07,0.0,108.95999908447266,105.98999786376952,106.9000015258789,50950000,-1.0225293286161872,-0.0469622814294982,-0.975567047186689,0,-0.975567047186689,-0.16990697221716589,0.0,-1.2359310397139325,0,0,-0.2471862079427865
1980-03-10,0.0,107.86000061035156,104.91999816894533,106.51000213623048,43750000,-1.3661889224893995,-0.3108076096414785,-1.055381312847921,0,-1.055381312847921,-0.07981426566123206,0.0,-1.4249235521568406,0,0,-0.28498471043136814
1980-03-11,0.0,108.54000091552734,106.18000030517578,107.77999877929688,41350000,-1.5185585139974194,-0.5523577905126668,-0.9662007234847526,0,-0.9662007234847526,0.08918058936316842,0.0,-1.4777819753124533,1,0,-0.29555639506249065
1980-03-12,0.0,108.4000015258789,105.41999816894533,106.87000274658205,37990000,-1.6932231650650351,-0.7805308654231405,-0.9126922996418946,0,-0.9126922996418946,0.05350842384285803,0.0,-1.4433226723436547,0,0,-0.28866453446873097
1980-03-13,0.0,107.5500030517578,105.0999984741211,105.62000274658205,33070000,-1.9104877986357849,-1.0065222520656694,-0.9039655465701155,0,-0.9039655465701155,0.008726753071779059,0.0,-1.3017572040334358,0,0,-0.26035144080668715
1980-03-14,0.0,106.48999786376952,104.01000213623048,105.43000030517578,35180000,-2.074094326831755,-1.2200366670188867,-0.8540576598128684,0,-0.8540576598128684,0.04990788675724711,0.0,-1.051564998215568,0,0,-0.2103129996431136
1980-03-17,0.0,105.2300033569336,101.81999969482422,102.26000213623048,37020000,-2.431517023917337,-1.4623327383985767,-0.9691842855187602,0,-0.9691842855187602,-0.11512662570589183,0.0,-1.0653281014279374,0,0,-0.21306562028558748
1980-03-18,0.0,104.70999908447266,101.13999938964844,104.0999984741211,47340000,-2.537059121187781,-1.6772780149564177,-0.8597811062313632,0,-0.8597811062313632,0.10940317928739707,0.0,-1.0185006071903615,1,0,-0.2037001214380723
