Date,Open,High,Low,Close,Volume,BB_Middle,BB_Upper,BB_Lower
1980-01-29,0.0,115.7699966430664,113.02999877929688,114.06999969482422,55480000,110.48699951171875,116.10477616664488,104.86922285679262
1980-01-30,0.0,115.8499984741211,113.37000274658205,115.1999969482422,51170000,110.95899925231933,116.4901433165827,105.42785518805596
1980-01-31,0.0,117.16999816894533,113.77999877929688,114.16000366210938,65900000,111.40599937438965,116.40354684185078,106.40845190692852
1980-02-01,0.0,115.54000091552734,113.12999725341795,115.12000274658205,46610000,111.83599967956543,116.5344053752162,107.13759398391467
1980-02-04,0.0,116.01000213623048,113.83000183105467,114.37000274658205,43070000,112.21399993896485,116.39815845175931,108.02984142617038
1980-02-05,0.0,115.25,112.1500015258789,114.66000366210938,41880000,112.4995002746582,116.52201916454156,108.47698138477485
1980-02-06,0.0,116.56999969482422,113.6500015258789,115.72000122070312,51950000,112.83300018310547,116.75611060366309,108.90988976254785
1980-02-07,0.0,117.87000274658205,115.22000122070312,116.27999877929688,57690000,113.15250015258789,117.107116883191,109.19788342198478
1980-02-08,0.0,118.66000366210938,115.72000122070312,117.9499969482422,57860000,113.55400009155274,117.74994002059502,109.35806016251045
1980-02-11,0.0,119.0500030517578,116.30999755859376,117.12000274658205,58660000,113.89100036621093,118.09622965930025,109.68577107312161
1980-02-12,0.0,118.41000366210938,115.75,117.9000015258789,48090000,114.22900047302247,118.58712612437155,109.87087482167338
1980-02-13,0.0,120.22000122070312,117.56999969482422,118.44000244140624,65230000,114.59850044250489,119.0733162773715,110.12368460763827
1980-02-14,0.0,119.3000030517578,116.04000091552734,116.72000122070312,50540000,114.89950065612793,119.06967806181949,110.72932325043637
1980-02-15,0.0,116.6999969482422,114.12000274658205,115.41000366210938,46680000,115.11650085449219,118.87942404798655,111.35357766099783
1980-02-19,0.0,115.66999816894533,113.3499984741211,114.5999984741211,39480000,115.24150085449219,118.73926089437332,111.74374081461106
1980-02-20,0.0,117.18000030517578,114.05999755859376,116.47000122070312,44340000,115.48950080871582,118.54919106060981,112.42981055682182
1980-02-21,0.0,117.9000015258789,114.44000244140624,115.27999877929688,51530000,115.58150062561035,118.48856151410943,112.67443973711126
1980-02-22,0.0,116.45999908447266,113.43000030517578,115.04000091552734,48210000,115.64850082397462,118.43212396888934,112.86487767905989
1980-02-25,0.0,114.93000030517578,112.62000274658205,113.33000183105467,39140000,115.63450088500977,118.46373489347837,112.80526687654117
1980-02-26,0.0,114.76000213623048,112.3000030517578,113.9800033569336,40000000,115.59100112915038,118.49673982741197,112.6852624308888
1980-02-27,0.0,115.12000274658205,111.91000366210938,112.37999725341795,46430000,115.50650100708008,118.68405560080147,112.32894641335868
1980-02-28,0.0,113.6999969482422,111.33000183105467,112.3499984741211,40330000,115.36400108337402,118.84094746349878,111.88705470324926
1980-02-29,0.0,114.12000274658205,111.7699966430664,113.66000366210938,38810000,115.33900108337403,118.8593177270272,111.81868443972085
1980-03-03,0.0,114.33999633789062,112.01000213623048,112.5,38690000,115.20800094604492,118.95060727685626,111.46539461523358
1980-03-04,0.0,113.41000366210938,110.83000183105467,112.77999877929688,44310000,115.12850074768066,119.01099270677139,111.24600878858993
1980-03-05,0.0,113.94000244140624,110.58000183105467,111.12999725341795,49240000,114.95200042724609,119.22543800620784,110.67856284828434
1980-03-06,0.0,111.29000091552734,107.8499984741211,108.6500015258789,49610000,114.59850044250489,119.69487472998529,109.50212615502448
1980-03-07,0.0,108.95999908447266,105.98999786376952,106.9000015258789,50950000,114.12950057983399,120.2064133722222,108.05258778744577
1980-03-10,0.0,107.86000061035156,104.91999816894533,106.51000213623048,43750000,113.5575008392334,120.2433699615886,106.8716317168782
1980-03-11,0.0,108.54000091552734,106.18000030517578,107.77999877929688,41350000,113.09050064086914,120.02865365815066,106.15234762358762
1980-03-12,0.0,108.4000015258789,105.41999816894533,106.87000274658205,37990000,112.5390007019043,119.6195239693593,105.45847743444929
1980-03-13,0.0,107.5500030517578,105.0999984741211,105.62000274658205,33070000,111.89800071716309,119.05001460854545,104.74598682578072
1980-03-14,0.0,106.48999786376952,104.01000213623048,105.43000030517578,35180000,111.33350067138672,118.66302025464795,104.00398108812549
1980-03-17,0.0,105.2300033569336,101.81999969482422,102.26000213623048,37020000,110.67600059509277,118.78373821586074,102.56826297432481
